sku,chunk_text,semantic_score,category,price_tier
S7003-G0303920W-CT_8143042674858_47282498863274,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,high
S7003-G0303920W-C_8143048966314_47282493980842,ottoman overall size: 44.,3,sofa,luxury
S7003-G0303920W-C_8143048966314_47282493980842,seat firmness: soft.,-4,sofa,luxury
S7003-G0303920W-C_8143048966314_47282493980842,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
S7003-G0303920W-4PC-MODULAR-O_8142994636970_47282463375530,seat firmness: soft.,-4,sofa,luxury
S7003-G0303920W-4PC-MODULAR-O_8142994636970_47282463375530,seat dimension: overall size: 130.,-7,sofa,luxury
S7003-G0303920W-4PC-MODULAR-O_8142994636970_47282463375530,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
S7003-G0303920W-AL_7681985216682_47282505384106,ottoman overall size: 44.,3,sofa,luxury
S7003-G0303920W-AL_7681985216682_47282505384106,seat firmness: soft.,-4,sofa,luxury
S7003-G0303920W-AL_7681985216682_47282505384106,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
S7003-G0303920W-O_7681985216682_47282505285802,ottoman overall size: 44.,3,sofa,premium
S7003-G0303920W-O_7681985216682_47282505285802,seat firmness: soft.,-4,sofa,premium
S7003-G0303920W-O_7681985216682_47282505285802,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,premium
3-BS7Y029-311W-WALNUT_8206464450730_47288443371690,seat depth: 18.,8,chair,premium
3-BS7Y029-311W-WALNUT_8206464450730_47288443371690,7*21.,0,chair,premium
3-BS7Y029-311W-WALNUT_8206464450730_47288443371690,3*40.,0,chair,premium
2-BS7Y029-311W-WALNUT_8206464450730_47288443338922,seat depth: 18.,8,chair,high
2-BS7Y029-311W-WALNUT_8206464450730_47288443338922,7*21.,0,chair,high
2-BS7Y029-311W-WALNUT_8206464450730_47288443338922,3*40.,0,chair,high
3-BS7Y029-311W-NATUAL_8206464450730_47288424169642,seat depth: 18.,8,chair,premium
3-BS7Y029-311W-NATUAL_8206464450730_47288424169642,7*21.,0,chair,premium
3-BS7Y029-311W-NATUAL_8206464450730_47288424169642,3*40.,0,chair,premium
2-BS7Y029-311W-NATUAL_8206464450730_47288424136874,seat depth: 18.,8,chair,high
2-BS7Y029-311W-NATUAL_8206464450730_47288424136874,7*21.,0,chair,high
2-BS7Y029-311W-NATUAL_8206464450730_47288424136874,3*40.,0,chair,high
S7011-G0201691-3S_8206277148842_47287697244330,seat firmness: medium.,0,sofa,luxury
S7011-G0201691-3S_8206277148842_47287697244330,free swatches available.,0,sofa,luxury
S7011-G0201691-3S_8206277148842_47287697244330,simply attach the legs to the seat.,-7,sofa,luxury
S7003-G0303970W-4PC-MODULAR-C-CT_7681981481130_47282586910890,seat firmness: soft.,-4,sofa,luxury
S7003-G0303970W-4PC-MODULAR-C-CT_7681981481130_47282586910890,seat dimension: overall size: 130.,-7,sofa,luxury
S7003-G0303970W-4PC-MODULAR-C-CT_7681981481130_47282586910890,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
S7003-G0303920W-4PC-MODULAR-C-CT_7681981481130_47282586845354,seat firmness: soft.,-4,sofa,luxury
S7003-G0303920W-4PC-MODULAR-C-CT_7681981481130_47282586845354,seat dimension: overall size: 130.,-7,sofa,luxury
S7003-G0303920W-4PC-MODULAR-C-CT_7681981481130_47282586845354,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
S7003-G0303920W-4PC-MODULAR-C_7681981481130_47282586812586,seat firmness: soft.,-4,sofa,luxury
S7003-G0303920W-4PC-MODULAR-C_7681981481130_47282586812586,seat dimension: overall size: 130.,-7,sofa,luxury
S7003-G0303920W-4PC-MODULAR-C_7681981481130_47282586812586,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
S7003-G0303970W-4PC-MODULAR-CT_7681981481130_47282586714282,seat firmness: soft.,-4,sofa,luxury
S7003-G0303970W-4PC-MODULAR-CT_7681981481130_47282586714282,seat dimension: overall size: 130.,-7,sofa,luxury
S7003-G0303970W-4PC-MODULAR-CT_7681981481130_47282586714282,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
S7003-G0303970W-4PC-MODULAR_7681981481130_47282586681514,seat firmness: soft.,-4,sofa,luxury
S7003-G0303970W-4PC-MODULAR_7681981481130_47282586681514,seat dimension: overall size: 130.,-7,sofa,luxury
S7003-G0303970W-4PC-MODULAR_7681981481130_47282586681514,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
S7003-G0303920W-4PC-MODULAR-CT_7681981481130_47282586648746,seat firmness: soft.,-4,sofa,luxury
S7003-G0303920W-4PC-MODULAR-CT_7681981481130_47282586648746,seat dimension: overall size: 130.,-7,sofa,luxury
S7003-G0303920W-4PC-MODULAR-CT_7681981481130_47282586648746,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
S7003-G0303920W-4PC-MODULAR_7681981481130_47282586615978,seat firmness: soft.,-4,sofa,luxury
S7003-G0303920W-4PC-MODULAR_7681981481130_47282586615978,seat dimension: overall size: 130.,-7,sofa,luxury
S7003-G0303920W-4PC-MODULAR_7681981481130_47282586615978,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
S7003-G0303970W-2PC-SOFA-O_7681977090218_47282554142890,seat firmness: soft.,-4,sofa,luxury
S7003-G0303970W-2PC-SOFA-O_7681977090218_47282554142890,seat dimension: overall size: 130.,-7,sofa,luxury
S7003-G0303970W-2PC-SOFA-O_7681977090218_47282554142890,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
S7003-G0303920W-2PC-SOFA-O_7681977090218_47282554110122,seat firmness: soft.,-4,sofa,luxury
S7003-G0303920W-2PC-SOFA-O_7681977090218_47282554110122,seat dimension: overall size: 130.,-7,sofa,luxury
S7003-G0303920W-2PC-SOFA-O_7681977090218_47282554110122,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
S7003-G0303970W-3PC-SOFA-CT_7681977090218_47282554011818,seat firmness: soft.,-4,sofa,luxury
S7003-G0303970W-3PC-SOFA-CT_7681977090218_47282554011818,seat dimension: overall size: 130.,-7,sofa,luxury
S7003-G0303970W-3PC-SOFA-CT_7681977090218_47282554011818,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
S7003-G0303970W-3PC-SOFA_7681977090218_47282553979050,seat firmness: soft.,-4,sofa,luxury
S7003-G0303970W-3PC-SOFA_7681977090218_47282553979050,seat dimension: overall size: 130.,-7,sofa,luxury
S7003-G0303970W-3PC-SOFA_7681977090218_47282553979050,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
S7003-G0303920W-3PC-SOFA-CT_7681977090218_47282553946282,seat firmness: soft.,-4,sofa,luxury
S7003-G0303920W-3PC-SOFA-CT_7681977090218_47282553946282,seat dimension: overall size: 130.,-7,sofa,luxury
S7003-G0303920W-3PC-SOFA-CT_7681977090218_47282553946282,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
S7003-G0303920W-3PC-SOFA_7681977090218_47282553913514,seat firmness: soft.,-4,sofa,luxury
S7003-G0303920W-3PC-SOFA_7681977090218_47282553913514,seat dimension: overall size: 130.,-7,sofa,luxury
S7003-G0303920W-3PC-SOFA_7681977090218_47282553913514,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
S7003-G0303970W-2PC-SOFA-CT_7681905688746_47282521931946,seat firmness: soft.,-4,sofa,luxury
S7003-G0303970W-2PC-SOFA-CT_7681905688746_47282521931946,seat dimension: overall size: 89.,-7,sofa,luxury
S7003-G0303970W-2PC-SOFA-CT_7681905688746_47282521931946,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
S7003-G0303970W-2PC-SOFA_7681905688746_47282521899178,seat firmness: soft.,-4,sofa,luxury
S7003-G0303970W-2PC-SOFA_7681905688746_47282521899178,seat dimension: overall size: 89.,-7,sofa,luxury
S7003-G0303970W-2PC-SOFA_7681905688746_47282521899178,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
S7003-G0303920W-2PC-SOFA-CT_7681905688746_47282521866410,seat firmness: soft.,-4,sofa,luxury
S7003-G0303920W-2PC-SOFA-CT_7681905688746_47282521866410,seat dimension: overall size: 89.,-7,sofa,luxury
S7003-G0303920W-2PC-SOFA-CT_7681905688746_47282521866410,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
S7003-G0303920W-2PC-SOFA_7681905688746_47282521833642,seat firmness: soft.,-4,sofa,luxury
S7003-G0303920W-2PC-SOFA_7681905688746_47282521833642,seat dimension: overall size: 89.,-7,sofa,luxury
S7003-G0303920W-2PC-SOFA_7681905688746_47282521833642,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
S7003-G0303970W-4PC-MODULAR-O_8142994636970_47282463441066,seat firmness: soft.,-4,sofa,luxury
S7003-G0303970W-4PC-MODULAR-O_8142994636970_47282463441066,seat dimension: overall size: 130.,-7,sofa,luxury
S7003-G0303970W-4PC-MODULAR-O_8142994636970_47282463441066,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
SET-MS76001-NP20104-3PC_8141441499306_46792904442026,weight capacity: 350 lbs.,-8,sofa,luxury
SET-MS76001-NP20104-3PC_8141441499306_46792904442026,no-sag spring platform to ensure support and comfort.,-12,sofa,luxury
SET-MS76001-NP20104-3PC_8141441499306_46792904442026,keeping them within easy reach.,-16,sofa,luxury
SET-MS76001-NP20104-2PC_8141441499306_46792632729770,weight capacity: 350 lbs.,-8,sofa,luxury
SET-MS76001-NP20104-2PC_8141441499306_46792632729770,no-sag spring platform to ensure support and comfort.,-12,sofa,luxury
SET-MS76001-NP20104-2PC_8141441499306_46792632729770,keeping them within easy reach.,-16,sofa,luxury
MS76001-NP20100-AL_8142884274346_46796962332842,keeping them within easy reach.,-16,sofa,premium
MS76001-NP20100-AL_8142884274346_46796962332842,"the built-in storage box provides storage for small items (such as remote controls, magazines, etc.),",-19,sofa,premium
MS76001-NP20100-AL_8142884274346_46796962332842,"multi-function console: the armless seat module comes equipped with features like a wireless charging panel, built-in storage box, and hidden cup holder, adding convenience to your daily life.",-35,sofa,premium
MS76001-NP20104-AL_8142884274346_46796962300074,keeping them within easy reach.,-16,sofa,premium
MS76001-NP20104-AL_8142884274346_46796962300074,"the built-in storage box provides storage for small items (such as remote controls, magazines, etc.),",-19,sofa,premium
MS76001-NP20104-AL_8142884274346_46796962300074,"multi-function console: the armless seat module comes equipped with features like a wireless charging panel, built-in storage box, and hidden cup holder, adding convenience to your daily life.",-35,sofa,premium
SET-MS76001-NP20100-3PC_8141441499306_46792904540330,weight capacity: 350 lbs.,-8,sofa,luxury
SET-MS76001-NP20100-3PC_8141441499306_46792904540330,no-sag spring platform to ensure support and comfort.,-12,sofa,luxury
SET-MS76001-NP20100-3PC_8141441499306_46792904540330,keeping them within easy reach.,-16,sofa,luxury
S72637-G0400801-6PC-MODULAR_8143036678314_46800289562794,seat firmness: soft.,-4,sofa,luxury
S72637-G0400801-6PC-MODULAR_8143036678314_46800289562794,seat dimension: overall size: 130.,-7,sofa,luxury
S72637-G0400801-6PC-MODULAR_8143036678314_46800289562794,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
S72637-G0400801-4PC-MODULAR-C-CT_7681981481130_46800043737258,seat firmness: soft.,-4,sofa,luxury
S72637-G0400801-4PC-MODULAR-C-CT_7681981481130_46800043737258,seat dimension: overall size: 130.,-7,sofa,luxury
S72637-G0400801-4PC-MODULAR-C-CT_7681981481130_46800043737258,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
S72637-G0400801-4PC-MODULAR-CT_7681981481130_46800043671722,seat firmness: soft.,-4,sofa,luxury
S72637-G0400801-4PC-MODULAR-CT_7681981481130_46800043671722,seat dimension: overall size: 130.,-7,sofa,luxury
S72637-G0400801-4PC-MODULAR-CT_7681981481130_46800043671722,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
S72637-G0400801-4PC-MODULAR-C_7681981481130_46800043344042,seat firmness: soft.,-4,sofa,luxury
S72637-G0400801-4PC-MODULAR-C_7681981481130_46800043344042,seat dimension: overall size: 130.,-7,sofa,luxury
S72637-G0400801-4PC-MODULAR-C_7681981481130_46800043344042,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
S72637-G0400801-4PC-MODULAR-O_8142994636970_46800043114666,seat firmness: soft.,-4,sofa,luxury
S72637-G0400801-4PC-MODULAR-O_8142994636970_46800043114666,seat dimension: overall size: 130.,-7,sofa,luxury
S72637-G0400801-4PC-MODULAR-O_8142994636970_46800043114666,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
S72637-G0400801-3PC-SOFA-CT_7681977090218_46797424623786,seat firmness: soft.,-4,sofa,luxury
S72637-G0400801-3PC-SOFA-CT_7681977090218_46797424623786,seat dimension: overall size: 130.,-7,sofa,luxury
S72637-G0400801-3PC-SOFA-CT_7681977090218_46797424623786,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
ME7A018-B-878-M_8131546153130_46757850611882,seat dimension: 21.,0,chair,luxury
ME7A018-B-878-M_8131546153130_46757850611882,3'd x 22.,0,chair,luxury
ME7A018-B-878-M_8131546153130_46757850611882,seat firmness: medium.,0,chair,luxury
ME7A018-B-878-L_8129865285802_46750000971946,seat dimension: 21.,0,chair,luxury
ME7A018-B-878-L_8129865285802_46750000971946,3'd x 22.,0,chair,luxury
ME7A018-B-878-L_8129865285802_46750000971946,seat firmness: medium.,0,chair,luxury
SKJ008-G0403491-3S_8126860034218_46737105125546,seat firmness: medium.,0,sofa,luxury
SKJ008-G0403491-3S_8126860034218_46737105125546,"the solid rectangular wood leg gives the sofa a light, contemporary expression.",-1,sofa,luxury
SKJ008-G0403491-3S_8126860034218_46737105125546,"this furniture sofa, upholstered in a cross-hatched fabric and placed on a striking wooden base, beautifully blends elegance with a relaxed style.",-1,sofa,luxury
S78012-G0402170-CORNER-MODULAR-CT_7979047944362_46729293594794,5-piece corner modular sofa with larger seats.,14,sofa,luxury
S78012-G0402170-CORNER-MODULAR-CT_7979047944362_46729293594794,30% larger than most counterparts.,0,sofa,luxury
S78012-G0402170-CORNER-MODULAR-CT_7979047944362_46729293594794,rearrangeable for any occasion.,0,sofa,luxury
ME7A017-G0402170_8144454418602_46809425117354,seat dimension: 22.,0,chair,luxury
ME7A017-G0402170_8144454418602_46809425117354,2'd x 22.,0,chair,luxury
ME7A017-G0402170_8144454418602_46809425117354,seat firmness: medium.,0,chair,luxury
S78012-G0402170-CT_8121176228010_46711761928362,spacious & versatile storage console.,7,sofa,high
S78012-G0402170-CT_8121176228010_46711761928362,care instructions.,0,sofa,high
S78012-G0402170-CT_8121176228010_46711761928362,"storage console with cupholders & usb, a perfect blend of modern style and functionality.",-4,sofa,high
ME7A018-G0500770-M_8131546153130_46757850644650,seat dimension: 21.,0,chair,luxury
ME7A018-G0500770-M_8131546153130_46757850644650,3'd x 22.,0,chair,luxury
ME7A018-G0500770-M_8131546153130_46757850644650,seat firmness: medium.,0,chair,luxury
ME7A018-G0402190-M_8131546153130_46757850546346,seat dimension: 21.,0,chair,luxury
ME7A018-G0402190-M_8131546153130_46757850546346,3'd x 22.,0,chair,luxury
ME7A018-G0402190-M_8131546153130_46757850546346,seat firmness: medium.,0,chair,luxury
ME7A018-G0500770-L_8129865285802_46750001004714,seat dimension: 21.,0,chair,luxury
ME7A018-G0500770-L_8129865285802_46750001004714,3'd x 22.,0,chair,luxury
ME7A018-G0500770-L_8129865285802_46750001004714,seat firmness: medium.,0,chair,luxury
ME7A018-G0402190-L_8129865285802_46749992648874,seat dimension: 21.,0,chair,luxury
ME7A018-G0402190-L_8129865285802_46749992648874,3'd x 22.,0,chair,luxury
ME7A018-G0402190-L_8129865285802_46749992648874,seat firmness: medium.,0,chair,luxury
ME7A018-G0402110-M_8131546153130_46757850579114,seat dimension: 21.,0,chair,luxury
ME7A018-G0402110-M_8131546153130_46757850579114,3'd x 22.,0,chair,luxury
ME7A018-G0402110-M_8131546153130_46757850579114,seat firmness: medium.,0,chair,luxury
ME7A018-G0402110-L_8129865285802_46749992681642,seat dimension: 21.,0,chair,luxury
ME7A018-G0402110-L_8129865285802_46749992681642,3'd x 22.,0,chair,luxury
ME7A018-G0402110-L_8129865285802_46749992681642,seat firmness: medium.,0,chair,luxury
S78012-G0402100-CORNER-MODULAR-CT_7979047944362_46729293562026,5-piece corner modular sofa with larger seats.,14,sofa,luxury
S78012-G0402100-CORNER-MODULAR-CT_7979047944362_46729293562026,30% larger than most counterparts.,0,sofa,luxury
S78012-G0402100-CORNER-MODULAR-CT_7979047944362_46729293562026,rearrangeable for any occasion.,0,sofa,luxury
S7003-G0303970W-6PC-MODULAR_8143036678314_47282385977514,seat firmness: soft.,-4,sofa,luxury
S7003-G0303970W-6PC-MODULAR_8143036678314_47282385977514,seat dimension: overall size: 130.,-7,sofa,luxury
S7003-G0303970W-6PC-MODULAR_8143036678314_47282385977514,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
S7003-G0303920W-6PC-MODULAR_8143036678314_47282385911978,seat firmness: soft.,-4,sofa,luxury
S7003-G0303920W-6PC-MODULAR_8143036678314_47282385911978,seat dimension: overall size: 130.,-7,sofa,luxury
S7003-G0303920W-6PC-MODULAR_8143036678314_47282385911978,all cushions are loose and reversible with zip-off and machine washable covers.,-8,sofa,luxury
S78012-G0402190-CORNER-MODULAR-CT_7979047944362_46729293529258,5-piece corner modular sofa with larger seats.,14,sofa,luxury
S78012-G0402190-CORNER-MODULAR-CT_7979047944362_46729293529258,30% larger than most counterparts.,0,sofa,luxury
S78012-G0402190-CORNER-MODULAR-CT_7979047944362_46729293529258,rearrangeable for any occasion.,0,sofa,luxury
S78012-G0402190-3PC-SOFA-CT_7721294561450_46729288712362,30% larger than most counterparts.,0,sofa,luxury
S78012-G0402190-3PC-SOFA-CT_7721294561450_46729288712362,5''d x 18.,-20,sofa,luxury
S78012-G0402190-3PC-SOFA-CT_7721294561450_46729288712362,5''h.,-20,sofa,luxury
MEA5031-G0201691_8198440026282_47264312885418,seat dimension: 21.,0,chair,luxury
MEA5031-G0201691_8198440026282_47264312885418,weight capacity: 350 lbs.,-8,chair,luxury
MEA5031-G0201691_8198440026282_47264312885418,convenient design: the recliner couch is designed with convenience in mind.,-9,chair,luxury
MEA5031-G0201621_8198440026282_47264312852650,seat dimension: 21.,0,chair,luxury
MEA5031-G0201621_8198440026282_47264312852650,weight capacity: 350 lbs.,-8,chair,luxury
MEA5031-G0201621_8198440026282_47264312852650,convenient design: the recliner couch is designed with convenience in mind.,-9,chair,luxury
DC7073-A0603290W-GREY-2_8196885741738_47256142217386,seat dimension: 21.,0,chair,premium
DC7073-A0603290W-GREY-2_8196885741738_47256142217386,weight capacity: 250 lbs.,-8,chair,premium
DC7073-A0603290W-GREY-2_8196885741738_47256142217386,the artisan-carved u-shaped base delivers both striking visual appeal and unwavering stability.,-11,chair,premium
DC7073-A0603290W-WALNUT-2_8196885741738_47256142184618,seat dimension: 21.,0,chair,premium
DC7073-A0603290W-WALNUT-2_8196885741738_47256142184618,weight capacity: 250 lbs.,-8,chair,premium
DC7073-A0603290W-WALNUT-2_8196885741738_47256142184618,the artisan-carved u-shaped base delivers both striking visual appeal and unwavering stability.,-11,chair,premium
DC7073-A0603290W-GREY_8196885741738_47256046665898,seat dimension: 21.,0,chair,high
DC7073-A0603290W-GREY_8196885741738_47256046665898,weight capacity: 250 lbs.,-8,chair,high
DC7073-A0603290W-GREY_8196885741738_47256046665898,the artisan-carved u-shaped base delivers both striking visual appeal and unwavering stability.,-11,chair,high
DC7073-A0603290W-WALNUT_8196885741738_47256046633130,seat dimension: 21.,0,chair,high
DC7073-A0603290W-WALNUT_8196885741738_47256046633130,weight capacity: 250 lbs.,-8,chair,high
DC7073-A0603290W-WALNUT_8196885741738_47256046633130,the artisan-carved u-shaped base delivers both striking visual appeal and unwavering stability.,-11,chair,high
2-BS7017-A0603290W-GOLD_8131803054250_46759374520490,adjustable height range 34.,0,chair,high
2-BS7017-A0603290W-GOLD_8131803054250_46759374520490,seat dimension: 18.,0,chair,high
2-BS7017-A0603290W-GOLD_8131803054250_46759374520490,adjustable height range 28.,0,chair,high
S78012-G0402170-6PC-MODULAR-CT_7721297576106_46729493610666,6-piece u-shaped modular sofa with larger seats.,12,sofa,luxury
S78012-G0402170-6PC-MODULAR-CT_7721297576106_46729493610666,30% larger than most counterparts.,0,sofa,luxury
S78012-G0402170-6PC-MODULAR-CT_7721297576106_46729493610666,high-gauge sinuous for added strength.,-8,sofa,luxury
S78012-G0402100-6PC-MODULAR-CT_7721297576106_46729493577898,6-piece u-shaped modular sofa with larger seats.,12,sofa,luxury
S78012-G0402100-6PC-MODULAR-CT_7721297576106_46729493577898,30% larger than most counterparts.,0,sofa,luxury
S78012-G0402100-6PC-MODULAR-CT_7721297576106_46729493577898,high-gauge sinuous for added strength.,-8,sofa,luxury
S78012-G0402170-5PC-MODULAR-CT_7791606628522_46729294807210,5-piece modular sofa with larger seats.,12,sofa,luxury
S78012-G0402170-5PC-MODULAR-CT_7791606628522_46729294807210,30% larger than most counterparts.,0,sofa,luxury
S78012-G0402170-5PC-MODULAR-CT_7791606628522_46729294807210,rearrangeable for any occasion.,0,sofa,luxury
S78012-G0402100-5PC-MODULAR-CT_7791606628522_46729294774442,5-piece modular sofa with larger seats.,12,sofa,luxury
S78012-G0402100-5PC-MODULAR-CT_7791606628522_46729294774442,30% larger than most counterparts.,0,sofa,luxury
S78012-G0402100-5PC-MODULAR-CT_7791606628522_46729294774442,rearrangeable for any occasion.,0,sofa,luxury
S78012-G0402170-4PC-MODULAR-CT_7721294856362_46729291825322,4-piece modular sofa chaise with larger seats.,12,sofa,luxury
S78012-G0402170-4PC-MODULAR-CT_7721294856362_46729291825322,30% larger than most counterparts.,0,sofa,luxury
S78012-G0402170-4PC-MODULAR-CT_7721294856362_46729291825322,rearrangeable for any occasion.,0,sofa,luxury
S78012-G0402100-4PC-MODULAR-CT_7721294856362_46729291792554,4-piece modular sofa chaise with larger seats.,12,sofa,luxury
S78012-G0402100-4PC-MODULAR-CT_7721294856362_46729291792554,30% larger than most counterparts.,0,sofa,luxury
S78012-G0402100-4PC-MODULAR-CT_7721294856362_46729291792554,rearrangeable for any occasion.,0,sofa,luxury
S78012-G0402100-3PC-SOFA-CT_7721294561450_46729288745130,30% larger than most counterparts.,0,sofa,luxury
S78012-G0402100-3PC-SOFA-CT_7721294561450_46729288745130,5''d x 18.,-20,sofa,luxury
S78012-G0402100-3PC-SOFA-CT_7721294561450_46729288745130,5''h.,-20,sofa,luxury
S78012-G0402100-2PC-SOFA-CT_7721291153578_46729283240106,seat firmness: medium.,0,sofa,luxury
S78012-G0402100-2PC-SOFA-CT_7721291153578_46729283240106,"on a scale from 1 to 5 (5 being firmest), it's a 3.",-19,sofa,luxury
S78012-G0402100-2PC-SOFA-CT_7721291153578_46729283240106,5''d x 18.,-20,sofa,luxury
ME7A016-G0402110_8192317456554_47236978639018,seat dimension: 21.,0,chair,premium
ME7A016-G0402110_8192317456554_47236978639018,7'd x 22.,0,chair,premium
ME7A016-G0402110_8192317456554_47236978639018,9'.,0,chair,premium
ME7A016-G0402190_8192317456554_47236978606250,seat dimension: 21.,0,chair,premium
ME7A016-G0402190_8192317456554_47236978606250,7'd x 22.,0,chair,premium
ME7A016-G0402190_8192317456554_47236978606250,9'.,0,chair,premium
2-BS7038-CKS03502_8184497537194_47189770764458,weight capacity: 300 lbs.,-8,chair,high
2-BS7038-CKS03502_8184497537194_47189770764458,frame is made with metal and fsc-certified engineered wood.,-13,chair,high
2-BS7038-CKS03502_8184497537194_47189770764458,"the cylindrical metal frame flows into a grand arched backrest, echoing the symmetry of historic pillars while delivering modern ergonomic support.",-19,chair,high
S78615-G0405970-3S_8165684904106_46942594367658,with an extra-deep of 26.,0,sofa,luxury
S78615-G0405970-3S_8165684904106_46942594367658,seat firmness: medium.,0,sofa,luxury
S78615-G0405970-3S_8165684904106_46942594367658,simply attach the legs to the seat.,-7,sofa,luxury
S78615-A0405590-3S_8165684904106_46942594334890,with an extra-deep of 26.,0,sofa,luxury
S78615-A0405590-3S_8165684904106_46942594334890,seat firmness: medium.,0,sofa,luxury
S78615-A0405590-3S_8165684904106_46942594334890,simply attach the legs to the seat.,-7,sofa,luxury
S78012-G0402170-3PC-SOFA-CT_7721294561450_46729288777898,30% larger than most counterparts.,0,sofa,luxury
S78012-G0402170-3PC-SOFA-CT_7721294561450_46729288777898,5''d x 18.,-20,sofa,luxury
S78012-G0402170-3PC-SOFA-CT_7721294561450_46729288777898,5''h.,-20,sofa,luxury
BS7026-A0603211W-WALNUT-2_8161395900586_46913538130090,seat dimension: 21.,0,chair,luxury
BS7026-A0603211W-WALNUT-2_8161395900586_46913538130090,weight capacity: 300 lbs.,-8,chair,luxury
BS7026-A0603211W-WALNUT-2_8161395900586_46913538130090,the artisan-carved u-shaped base – a testament to meticulous woodworking – balances bold visual impact with steadfast stability.,-11,chair,luxury
BS7026-A0603290W-GREY-2_8161395900586_46913538097322,seat dimension: 21.,0,chair,luxury
BS7026-A0603290W-GREY-2_8161395900586_46913538097322,weight capacity: 300 lbs.,-8,chair,luxury
BS7026-A0603290W-GREY-2_8161395900586_46913538097322,the artisan-carved u-shaped base – a testament to meticulous woodworking – balances bold visual impact with steadfast stability.,-11,chair,luxury
BS7026-A0603290W-WALNUT-2_8161395900586_46913538064554,seat dimension: 21.,0,chair,luxury
BS7026-A0603290W-WALNUT-2_8161395900586_46913538064554,weight capacity: 300 lbs.,-8,chair,luxury
BS7026-A0603290W-WALNUT-2_8161395900586_46913538064554,the artisan-carved u-shaped base – a testament to meticulous woodworking – balances bold visual impact with steadfast stability.,-11,chair,luxury
BS7026-A0603211W-WALNUT_8161395900586_46910979440810,seat dimension: 21.,0,chair,premium
BS7026-A0603211W-WALNUT_8161395900586_46910979440810,weight capacity: 300 lbs.,-8,chair,premium
BS7026-A0603211W-WALNUT_8161395900586_46910979440810,the artisan-carved u-shaped base – a testament to meticulous woodworking – balances bold visual impact with steadfast stability.,-11,chair,premium
BS7026-A0603290W-GREY_8161395900586_46910979408042,seat dimension: 21.,0,chair,premium
BS7026-A0603290W-GREY_8161395900586_46910979408042,weight capacity: 300 lbs.,-8,chair,premium
BS7026-A0603290W-GREY_8161395900586_46910979408042,the artisan-carved u-shaped base – a testament to meticulous woodworking – balances bold visual impact with steadfast stability.,-11,chair,premium
BS7026-A0603290W-WALNUT_8161395900586_46910979375274,seat dimension: 21.,0,chair,premium
BS7026-A0603290W-WALNUT_8161395900586_46910979375274,weight capacity: 300 lbs.,-8,chair,premium
BS7026-A0603290W-WALNUT_8161395900586_46910979375274,the artisan-carved u-shaped base – a testament to meticulous woodworking – balances bold visual impact with steadfast stability.,-11,chair,premium
S78012-G0402190-6PC-MODULAR-CT_7721297576106_46729493545130,6-piece u-shaped modular sofa with larger seats.,12,sofa,luxury
S78012-G0402190-6PC-MODULAR-CT_7721297576106_46729493545130,30% larger than most counterparts.,0,sofa,luxury
S78012-G0402190-6PC-MODULAR-CT_7721297576106_46729493545130,high-gauge sinuous for added strength.,-8,sofa,luxury
S78012-G0402190-5PC-MODULAR-CT_7791606628522_46729294741674,5-piece modular sofa with larger seats.,12,sofa,luxury
S78012-G0402190-5PC-MODULAR-CT_7791606628522_46729294741674,30% larger than most counterparts.,0,sofa,luxury
